[mem] iter  18100 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  18200 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  18300 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  18400 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  18500 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  18600 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  18700 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  18800 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  18900 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  19000 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
Task [19000/100020], Train Loss: 0.0498729, Train Accuracy: 0.9886000
[mem] iter  19100 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  19200 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  19300 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  19400 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  19500 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  19600 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  19700 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  19800 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  19900 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  20000 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
Task [20000/100020], Train Loss: 0.0554406, Train Accuracy: 0.9868000
[mem] iter  20100 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  20200 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  20300 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  20400 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  20500 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  20600 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  20700 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  20800 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  20900 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  21000 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
Task [21000/100020], Train Loss: 0.0558886, Train Accuracy: 0.9871601
[mem] iter  21100 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  21200 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  21300 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  21400 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  21500 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  21600 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  21700 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  21800 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  21900 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  22000 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
Task [22000/100020], Train Loss: 0.0467984, Train Accuracy: 0.9888800
[mem] iter  22100 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  22200 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  22300 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  22400 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  22500 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  22600 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  22700 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  22800 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  22900 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  23000 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
Task [23000/100020], Train Loss: 0.0478488, Train Accuracy: 0.9896400
[mem] iter  23100 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  23200 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  23300 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  23400 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  23500 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  23600 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  23700 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  23800 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  23900 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  24000 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
Task [24000/100020], Train Loss: 0.0442560, Train Accuracy: 0.9899600
[mem] iter  24100 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  24200 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  24300 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  24400 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  24500 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  24600 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  24700 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  24800 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  24900 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  25000 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
Task [25000/100020], Train Loss: 0.0416175, Train Accuracy: 0.9904801
[mem][pre-eval] iter  25000 win_alloc 0.412 win_res 9.705 cur_res 9.705 retries 0
